2018-01-05 00:00:00	CNNW	10	CNNW_20180104_230000_Situation_Room_With_Wolf_Blitzer/start/3600	NEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY
2018-01-05 00:00:00	FOXNEWSW	25	FOXNEWSW_20180104_230000_Special_Report_With_Bret_Baier/start/3600	5OMB CYCLONE\" HAMMERS NORTHEAST\nOW CLOSES ABOVE 25,OOO FOR FIRST TIME L
2018-01-05 00:02:00	CNNW	32	CNNW_20180105_000000_Erin_Burnett_OutFront/start/120	WH: TRUMP, BANNON WEREN'T \"EVER PARTICULARLY CLOSE\" (NOT TRUE)\nBANNON IN BOOK: \u201cJARED JUST KIND OF FLITS IN AND DOES THE ARAB STUFF\"\nBANNON IN BOOK: \u201cJARED JUST KIND OF FLITS IN AND DOES THE...
2018-01-05 00:02:00	FOXNEWSW	37	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/120	TRUMP TOUTS SOARING DOW I
2018-01-05 00:02:00	MSNBCW	29	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/120	Braitbart News Daily\" / SiriusXM _\nWH: BREITBART \"SHOULD CONSIDER\" PARTING WAYS WITH BANNON\nTRUMP SPEAKS OUT ON NEW BOMBSHELL BOOK
2018-01-05 00:03:00	CNNW	49	CNNW_20180105_000000_Erin_Burnett_OutFront/start/180	WH: TRUMP, BANNON WEREN'T \"EVER PARTICULARLY CLOSE\" (NOT TRUE)\nNEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY
2018-01-05 00:03:00	FOXNEWSW	25	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/180	ECONOMY BOOMING IN NEW YEAR\now CLosES 636w 25, O66 E6R FIRST TIME __;
2018-01-05 00:03:00	MSNBCW	55	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/180	TRUMP SPEAKS OUT ON NEW BOMBSHELL BOOK\nSUSAN PAGEI USA TODAY
2018-01-05 00:05:00	CNNW	29	CNNW_20180105_000000_Erin_Burnett_OutFront/start/300	NEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY\nNEW REVELATIONS FROM BOMBSHELL BOOK' CNN HAS EARLY COPY. . Jeff Zelenv OW Senior White House Correspondent\nWH, TRUMP INTENSIFY...
2018-01-05 00:05:00	FOXNEWSW	24	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/300	{UMP HUDDLES WITH SENATORS ON 2O18 AGENDA\nOW CLOSES ABOVE 25,OOO FOR FIRST TIME
2018-01-05 00:05:00	MSNBCW	42	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/300	WSJ: BREITBART BOARD MEETS TO DISCUSS DUMPING BANNON\nMERCER FAMILY: WE DO NOT SUPPORT BANNON'S. ml ITICAI AGFNDA on DFCFNT STATFMFNTS
2018-01-05 00:06:00	BBCNEWS	5	BBCNEWS_20180105_000000_Newsday/start/360	NEWSDAV\nFARHAN HAO. Deputy Spokesperson 'or the UN Secretary-General
2018-01-05 00:06:00	CNNW	38	CNNW_20180105_000000_Erin_Burnett_OutFront/start/360	WH: TRUMP, BANNON WEREN'T \"EVER PARTICULARLY CLOSE\" (NOT TRUE)\nWH, TRUMP INTENSIFY CAMPAIGN TO TAKE DOWN BANNON\nNEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY
2018-01-05 00:06:00	MSNBCW	27	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/360	BANNON DESPITE BOOK BOMBSHELL: TRUMP\u2019S \"A. GDFAT MAMJ SUDDODT HIM DAY IN AND DAY OUT\"\nWSJ: BREITBART BOARD MEETS TO DISCUSS DUMPING BANNON\nAXIOS: BANNON STILL OFFERING TO RUN TRUMP REELECTION CAMPAIGN
2018-01-05 00:07:00	BBCNEWS	8	BBCNEWS_20180105_000000_Newsday/start/420	AFGHAN BOMB ATTACK. Explosion in Kabul kills at least \ufb01fteen people
2018-01-05 00:07:00	CNNW	34	CNNW_20180105_000000_Erin_Burnett_OutFront/start/420	NEW REVELATIONS FROM BOMBSHELL BOOK' CNN HAS EARLY COPY. . Hogan Gidlev White House Deputy Press Secretary\nNEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY\nBANNON IN BOOK: \u201cJARED JUST KIND OF FLITS IN AND DOES THE ARAB STUFF\
2018-01-05 00:07:00	FOXNEWSW	23	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/420	TRUMP: DACA DEAL MUST INCLUDE. BORDER SECURITY, IMMIGRATION REFORMS\nOW CLOSES ABOVE 25,OOO FOR FIRST TIME\nECONOMY FLOURISHING WITH DOW UP &. PRIVATE SECTOR JOB CREATION SURGING
2018-01-05 00:07:00	MSNBCW	7	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/420	AXIOS: BANNON STILL OFFERING TO RUN TRUMP REELECT ION CAMPAIGN\nAXIOS: BANNON STILL OFFERING TO RUN TRUMP REELECTION CAMPAIGN
2018-01-05 00:08:00	BBCNEWS	20	BBCNEWS_20180105_000000_Newsday/start/480	SOUTH AFRICA TRAIN CRASH. Train crashes into truck killing 14\nUS SUSPENDING SOME PAKISTAN AID. Security assistance withheld over terror concerns
2018-01-05 00:08:00	CNNW	37	CNNW_20180105_000000_Erin_Burnett_OutFront/start/480	BANNON IN BOOK: \"JARED JUST KIND OF FLITS IN AND DOES THE ARAB STUFF\u201c. . Hogan Gidlev White House Deputy Press Secretary\nBANNON IN BOOK: \u201cJARED JUST KIND OF FLITS IN AND DOES THE ARAB STUFF\"\nBANNON IN BOOK: \u201cJARED JUST KIND OF FLITS IN AND DOES THE...
2018-01-05 00:08:00	FOXNEWSW	27	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/480	IONOMY BOOMING IN NEW YEAR UNDER TRUMP\nOW CLOSES ABOVE 25,OOO FOB FIRST TIME T;
2018-01-05 00:09:00	BBCNEWS	7	BBCNEWS_20180105_000000_Newsday/start/540	V NEWSDAV
2018-01-05 00:09:00	MSNBCW	11	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/540	BOMBSHELL BOOK PUBLISHER MOVES UP RELEASE DATE\nTRUMP ALLIES A'ITACK CONTROVERSIAL NEW BOOK\nTRUMP ALLIES A\ufb02CK CONTROVERSIAL NEW BOOK\nHOGAN GIDLEY I WHITE HOUSE SPOKESMAN
2018-01-05 00:10:00	CNNW	27	CNNW_20180105_000000_Erin_Burnett_OutFront/start/600	BANNON IN BOOK: \u201cJARED JUST KIND OF FLITS IN AND DOES THE ARAB STUFF\"\nWH: TRUMP, BANNON WEREN'T \"EVER PARTICULARLY CLOSE\" (NOT TRUE)\nWH: TRUMP BANNON WEREN'T \"EVER PARTICULARLY CLOSE\" NOT TRUE. . Hogan...
2018-01-05 00:10:00	MSNBCW	29	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/600	TRUMP ALLIES ATTACK CONTROVERSIAL NEW BOOK\nTRUMP SPEAKS OUT ON NEW BOMBSHELL BOOK
2018-01-05 00:11:00	CNNW	38	CNNW_20180105_000000_Erin_Burnett_OutFront/start/660	NEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY\nWH: TRUMP BANNON WEREN'T \"EVER PARTICULARLY CLOSE\" NOT TRUE. . Hogan Gidlev White House Deputy Press Secretary\nNEW REVELATIONS FROM...
2018-01-05 00:12:00	BBCNEWS	10	BBCNEWS_20180105_000000_Newsday/start/720	TRUMP BOOK CLAIMS. White House lawyers issue cease-and-desist order\nTRUMP BOOK CLAIMS. Bannon quoted in tell-all book by Michael Wolff\nTRUMP BOOK CLAIMS. Steve Bannon was Trump's chief strategist\nTRUMP...
2018-01-05 00:12:00	CNNW	39	CNNW_20180105_000000_Erin_Burnett_OutFront/start/720	NEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY\nNEW REVELATIONS FROM BOMBSHELL BOOK' CNN HAS EARLY COPY. . Hogan Gidlev White House Deputy Press Secretary\nBANNON IN BOOK: IVANKA WAS...
2018-01-05 00:12:00	MSNBCW	30	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/720	TRUMP SPEAKS OUT ON NEW BOMBSHELL BOOK
2018-01-05 00:13:00	BBCNEWS	12	BBCNEWS_20180105_000000_Newsday/start/780	TRUMP BOOK CLAIMS. Quote refers to Trump Jr meeting Russian lawyer\nTRUMP BOOK CLAIMS. Trump's son-in-law Jared Kushner also at meeting\nTRUMP BOOK CLAIMS. Trump responded by saying Bannon 'lost his...
2018-01-05 00:14:00	CNNW	39	CNNW_20180105_000000_Erin_Burnett_OutFront/start/840	JANICE MIN: EVERY WORD ABOUT BANNON DINNER PARTY IS ACCURATE\nJANICE MIN: EVERY WORD ABOUT BANNON DINNER PARTY IS ACCURATE. . Hogan Gidlev White House Deputy Press Secretary
2018-01-05 00:15:00	BBCNEWS	10	BBCNEWS_20180105_000000_Newsday/start/900	CHINESE SAIL INTO TOP 2O\nTRUMP BOOK CLAIMS. Bannon quoted on Trump Jr's 'treasonous' meeting\nTRUMP BOOK CLAIMS. White House has disputed the book's accuracy
2018-01-05 00:15:00	CNNW	35	CNNW_20180105_000000_Erin_Burnett_OutFront/start/900	NEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY\nNEW REVELATIONS FROM BOMBSHELL BOOK' CNN HAS EARLY COPY. . Mark Preston Cl\\l\\l Senior Political Analyst\nJANICE MIN: EVERY WORD ABOUT...
2018-01-05 00:15:00	FOXNEWSW	14	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/900	Join for Free
2018-01-05 00:15:00	MSNBCW	16	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/900	WH: QUESTIONS ABOUT TRUMP\u2019S MENTAL. HFAI TH \"DISGDACFFUI R. I AUGHARI F\
2018-01-05 00:16:00	CNNW	14	CNNW_20180105_000000_Erin_Burnett_OutFront/start/960	PUBLISHER DEFIES TRUMP LAWYER'S DEMAND TO QUASH BOMBSHELL BOOK\nPUBLISHER DEFIES TRUMP LAWYER'S DEMAND TO QUASH BOMBSHELL BOOK. . Mark Preston Cl\\l\\l Senior Political Analyst\nNEW REVELATIONS FROM...
2018-01-05 00:16:00	FOXNEWSW	20	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/960	JUDICIAL WATCH RELEASES MORE CLINTON EMAILS. FOUND ON ANTHONY WEINER'S LAPTOP. . W
2018-01-05 00:17:00	BBCNEWS	19	BBCNEWS_20180105_000000_Newsday/start/1020	MILITARY EXERCISES DELAY
2018-01-05 00:17:00	MSNBCW	9	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/1020	The immediate impetus for Trump's broadside was the Wednesday. publication of excerpts of a forthcoming book \u2014 Michael Wom's \"Fire and
2018-01-05 00:18:00	FOXNEWSW	43	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/1080	T: DOJ MAY RE-OPEN CLINTON EMAIL PROBE I. . r
2018-01-05 00:18:00	MSNBCW	40	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/1080	BANNON BA'ITLES ESTABLISHMENT FOR SOUL OF GOP
2018-01-05 00:19:00	BBCNEWS	17	BBCNEWS_20180105_000000_Newsday/start/1140	AUSTRALIA MEDICINAL CANNABIS. Australia wants to become the leading exponer\nAUSTRALIA MEDICINAL CANNABIS. Uruguay and Israel have said they will do the same\nAUSTRALIA MEDICINAL CANNABIS. Country legalised use...
2018-01-05 00:19:00	CNNW	16	CNNW_20180105_000000_Erin_Burnett_OutFront/start/1140	bathfitter.com 1-888-322-4124\n1-888-322-4124. . bathfitter.com
2018-01-05 00:19:00	FOXNEWSW	19	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/1140	T: DOJ MAY RE-OPEN CLINTON EMAIL PROBE I. . r\nPT: EVIDENCE SHOWS TRUMP'S DOJ BEGAN ASKING. )NGRESS FOR INFORMATION ON CLINTON SCANDAL\nDNSERVATIVES CALL FOR NEW CLINTON PROBE I\n'T:...
2018-01-05 00:19:00	MSNBCW	45	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/1140	BANNON-BACKED CANDIDATES NOW DEFENDING TRUMP\nBANNON BA'ITLES ESTABLISHMENT FOR SOUL OF GOP\nREP. CHARLIE DENT I (R) PENNSYLVANIA
2018-01-05 00:20:00	BBCNEWS	12	BBCNEWS_20180105_000000_Newsday/start/1200	AUSTRALIA MEDICINAL CANNABIS. Recreational cannabis use remains illegal\nAUSTRALIA MEDICINAL CANNABIS. Government says it will legalise exports\nAUSTRALIA MEDICINAL CANNABIS. Uruguay and Israel have said they...
2018-01-05 00:20:00	CNNW	34	CNNW_20180105_000000_Erin_Burnett_OutFront/start/1200	PUBLISHER OF TRUMP BOOK IGNORES CEASE-AND-DESIST REQUEST\nPUBLISHER OF TRUMP BOOK IGNORES CEASE-AND-DESIST REQUEST. . Sarah Sanders White House Press Secretary\nPUBLISHER OF TRUMP BOOK IGNORES...
2018-01-05 00:20:00	FOXNEWSW	16	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/1200	T: DOJ MAY RE-OPEN CLINTON EMAIL PROBE. . r\nRPT: DOJ LOOKING INTO HOW MUCH CLASSIFIED. INFORMATION WAS SENT OVER CLINTON SERVER I
2018-01-05 00:21:00	FOXNEWSW	31	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/1260	T: DOJ MAY RE-OPEN CLINTON EMAIL PROBE I. . r\nLb MARIE HARF l FORMER STATE DEPT SPOKESPERSON I. . RPT: DOJ LOOKING INTO HOW MUCH CLASSIFIED. INFORMATION WM CFNT nVFD ('l INTnN crown
2018-01-05 00:21:00	MSNBCW	58	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/1260	BANNON BA'ITLES ESTABLISHMENT FOR SOUL OF GOP
2018-01-05 00:22:00	BBCNEWS	10	BBCNEWS_20180105_000000_Newsday/start/1320	AUSTRALIA MEDICINAL CANNABIS. Australia wants to become the leading exponev
2018-01-05 00:22:00	CNNW	38	CNNW_20180105_000000_Erin_Burnett_OutFront/start/1320	WH TRIES TO DISCREDIT AUTHOR OF BOMBSHELL BOOK BLOCK PUBLICATION. . Sam Nunberq Former Trump Campaign Aide, Quoted in Wolff's book\nPUBLISHER OF TRUMP BOOK IGNORES CEASE-AND-DESIST REQUEST
2018-01-05 00:22:00	MSNBCW	22	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/1320	BANNON BA'ITLES ESTABLISHMENT FOR SOUL OF GOP\nBANNON DESPITE BOOK BOMBSHELL: TRUMP\u2019S \"A. GDFAT MAMJ SUDDODT HIM DAY IN AND DAY OUT\"\nBANNON THIS MORNING: \"NO ONE WE THINK HIGHER...
2018-01-05 00:23:00	FOXNEWSW	21	FOXNEWSW_20180105_000000_The_Story_With_Martha_MacCallum/start/1380	REP MAXINE WATERS TWEETS POEM ABOUT. MUELLER JAILING MEMBERS OF TRUMP CAMPAIGN. . r
2018-01-05 00:23:00	MSNBCW	17	MSNBCW_20180105_000000_Hardball_With_Chris_Matthews/start/1380	MCCONNELL TEAM TWEETS SMILING VICTORY GIF\nSEN. MCCONNELL SIDES WITH TRUMP IN BANNON BA'I'I'LE\nSEN. MCCONNELL SEES WITH TRUMP IN BANNON BA'ITLE
2018-01-05 00:24:00	BBCNEWS	7	BBCNEWS_20180105_000000_Newsday/start/1440	BEN MORRISION-JACK. Sailing coach
2018-01-05 00:24:00	CNNW	25	CNNW_20180105_000000_Erin_Burnett_OutFront/start/1440	NEW REVELATIONS FROM BOMBSHELL BOOK; CNN HAS EARLY COPY\nNEW REVELATIONS FROM BOMBSHELL BOOK' CNN HAS EARLY COPY. . Sam Nunberq Former Trump Campaign Aide, Quoted in Wolff's book\nPUBLISHER OF...
